,ECLI,Datum,verdachte
1056,ECLI:NL:RBNNE:2020:3811,05-11-2020,"geboren op [geboortedatum] 1973 te [geboorteplaats] , thans gedetineerd te [instelling 1] . Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 22 oktober 2020. Verdachte is verschenen, bijgestaan door mr. W.C. Alberts, advocaat te Den Haag. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. L.G. de Graaf."
1057,ECLI:NL:RBDHA:2020:12902,02-03-2020,"geboren op [geboortedag] 1981 te [geboorteplaats] , BRP-adres: [adres] ."
1058,ECLI:NL:RBLIM:2016:10468,02-12-2016,"geboren te [geboorteplaats] op [geboortedatum] , gedetineerd in P.I. Zuid Oost, HvB Roermond te Roermond. De verdachte wordt bijgestaan door mr. A.M.A. Kok-Verheijde, advocaat kantoorhoudende te Tegelen. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 18 november 2016. De verdachte en zijn raadsvrouw zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
1059,ECLI:NL:RBOVE:2015:3590,12-05-2015,"geboren op [geboortedag] 1991 in [geboorteplaats] , nu verblijvende in P.I. Almelo, HvB “de Karelskamp” in Almelo."
1060,ECLI:NL:RBMNE:2014:3230,29-07-2014,"geboren op [1995] te [geboorteplaats], thans gedetineerd in HvB De Geniepoort Alphen aan den Rijn"
1061,ECLI:NL:RBUTR:2012:BX1593,16-07-2012,"geboren op [1983] te [geboorteplaats] (Suriname), gedetineerd te P.I. Nieuwegein, Huis van Bewaring te Nieuwegein, raadsman mr. M.J. Lamers, advocaat te Utrecht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 2 juli 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
1062,ECLI:NL:RBZWB:2021:6121,02-12-2021,"geboren op [geboortedag] 2004 te [geboorteplaats] wonende aan [adres] raadsman mr. G. Veen, advocaat te ’s-Heer Arendskerke Onderzoek van de zaak De zaak is inhoudelijk behandeld met gesloten deuren op de zitting van 18 november 2021, waarbij de officier van justitie, mr. W.J.W.K. Suijkerbuijk, en de verdediging hun standpunten kenbaar hebben gemaakt. Ook zijn de heer [naam 2] (namens Jeugdbescherming West Zeeland) en de heer [naam 1] (namens de Raad voor de Kinderbescherming) als deskundigen gehoord. Ter zitting zijn overeenkomstig artikel 285 van het Wetboek van Strafvordering de zaken onder voormelde parketnummers gevoegd."
1063,ECLI:NL:RBAMS:2021:765,25-02-2021,"geboren te [geboorteplaats] ( [land van herkomst] ) op [geboortedag] 1981, die ter zitting heeft opgegeven te zijn: [alias naam] , geboren in 1978 te [alias geboorteplaats] ( [alias land van herkomst] ), zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in de Penitentiaire Inrichting [plaats detentie] ."
1064,ECLI:NL:RBNHO:2021:1611,19-02-2021,", geboren op [geboortedatum 1] te [geboorteplaats] , ingeschreven in de basisregistratie personen op het adres [adres] , en aldaar gedetineerd in Hartelborgt Opvang. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. R.P. Peters en van hetgeen de verdachte en zijn raadsman, mr. M. Berbee, advocaat te Den Helder, naar voren hebben gebracht."
1065,ECLI:NL:RBNNE:2019:3976,25-09-2019,"geboren op [geboortedatum] 1976 te [geboorteplaats] , wonende te [woonplaats] , Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 11 september 2019. Verdachte is verschenen, bijgestaan door mr. F.H. Kappelhof, advocaat te Delfzijl. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. T. Klooster."
1066,ECLI:NL:RBAMS:2019:3846,28-05-2019,", geboren te [geboorteplaats] op [geboortedag] 1992, ingeschreven in de Basisregistratie Personen op het adres [adres] , [woonplaats] , verblijvende op het adres [verblijfadres] , [woonplaats] , gedetineerd in [naam PI] te [plaats ] ."
1067,ECLI:NL:RBNNE:2018:4677,15-11-2018,"geboren op [geboortedatum] te [geboorteplaats] , wonende te [woonadres] . Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van november 2018. Verdachte is verschenen, bijgestaan door mr. C. Eenhoorn, advocaat te Groningen. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. S.E. Eijzenga."
1068,ECLI:NL:RBNNE:2018:3703,18-09-2018,"geboren op [geboortedatum] 1953 te [geboorteplaats] , wonende te [woonplaats] , [straatnaam] . Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 4 september 2018. De verdachte is verschenen, bijgestaan door mr. T.W. Delhaye, advocaat te Burgum. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. R.G. de Graaf."
1069,ECLI:NL:RBROT:2018:6872,22-06-2018,", geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] , [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de PI Rijnmond - HvB De IJssel, locatie Krimpen aan den IJssel, raadsvrouw mr. W. van der Voet, advocaat te Rotterdam."
1070,ECLI:NL:RBZWB:2018:3102,23-05-2018,"geboren op [geboortedag] 1959 te [geboorteplaats] wonende te [woonplaats] gedetineerd in het PPC te ‘s-Gravenhage raadsman mr. R.J.M. Oerlemans, advocaat te ‘s-Hertogenbosch Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 9 mei 2018, waarbij de officier van justitie, mr. De Graaf, en de verdediging hun standpunten kenbaar hebben gemaakt. Ter zitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
1071,ECLI:NL:RBROT:2017:8079,28-09-2017,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] , [woonplaats verdachte] , raadsman mr. F.S. Jansen, advocaat te Rotterdam."
1072,ECLI:NL:RBROT:2016:9485,23-11-2016,"geboren te [geboorteplaats] op [geboortedatum] , niet ingeschreven in de basisregistratie personen, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Ter Apel, raadsman mr. T.F.B. Veerman, advocaat te Rotterdam."
1073,ECLI:NL:RBNHO:2014:3776,24-04-2014,"geboren op [geboortedatum] te [geboorteplaats], thans gedetineerd in de Penitentiaire Inrichting Haarlem te Haarlem. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. L. Dolfing en van wat verdachte en zijn raadsman, mr. B.K.M. Fritz, advocaat te Haarlem, naar voren hebben gebracht."
1074,ECLI:NL:RBGEL:2013:2150,06-08-2013,", geboren te [geboorteplaats] op [geboortedatum], wonende te [woonplaats], [adres 1], thans gedetineerd in het huis van bewaring [HvB]. Raadsman mr. Willemse, advocaat te Ulft. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 23 juli 2013."
1075,ECLI:NL:RBNNE:2013:6922,19-07-2013,"geboren te Hargeisa (Somalië) op [geboortedatum] 1983, wonende te Emmen, thans verblijvende in P.I. Leeuwarden, Holstmeerweg 7 te Leeuwarden. Het onderzoek ter terechtzitting heeft plaatsgehad op 5 juli 2013. De verdachte is verschenen en werd bijgestaan door mr. J.B. Pieters te Hoogeveen."
1076,ECLI:NL:RBSGR:2012:BX0088,02-07-2012,"geboren op [datum] 1980 te [plaats] ([land]), adres: [adres], thans gedetineerd in de penitentiaire inrichting ""Midden Holland - HvB De Geniepoort"" te Alphen aan den Rijn."
1077,ECLI:NL:RBZUT:2012:BW0053,27-03-2012,"geboren op [1971 te plaats], thans gedetineerd in de Penitentiaire Inrichting Overijssel, HvB Karelskamp, te Almelo. Raadsvrouw: mr. L. Thomson, advocaat te Apeldoorn. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van maart 2012."
1078,ECLI:NL:RBUTR:2006:AZ4257,12-12-2006,
1079,ECLI:NL:RBMNE:2014:4605,29-09-2014,"geboren op [1995] te [geboorteplaats], thans gedetineerd in Justitiële Jeugdinrichting De Heuvelrug, locatie Eikenstein, Zeist."
1080,ECLI:NL:RBNHO:2014:6765,26-05-2014,", geboren op [geboortedatum] 1987 te [geboorteplaats] (Dominicaanse Republiek), thans gedetineerd in [detentieadres]. De politierechter heeft de zaak onder het parketnummer 15/184950-12 naar deze kamer verwezen. De rechtbank heeft de zaken, die bij afzonderlijke dagvaardingen onder de bovenvermelde parketnummers zijn aangebracht, gevoegd. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. A van Eck en van wat verdachte en zijn raadsman, mr. B. Hartman, advocaat te Amsterdam, naar voren hebben gebracht."
1081,ECLI:NL:RBGEL:2013:3213,24-09-2013,
1082,ECLI:NL:RBLIM:2020:7100,22-09-2020,"geboren te [geboorteplaats] (Syrië) op [geboortedag] 2000, gedetineerd in P.I. Ter Apel, HvB te Ter Apel. De verdachte wordt bijgestaan door mr. R.A.C. Frijns, advocaat kantoorhoudende te Arnhem. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 8 september 2020. De verdachte en zijn raadsman zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
1083,ECLI:NL:RBAMS:2021:7118,11-11-2021,"geboren te [geboorteplaats] op [geboortedag] 1975, ingeschreven in de Basisregistratie Personen op het [adres] ."
1084,ECLI:NL:RBAMS:2019:5682,22-07-2019,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1975, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] ."
1085,ECLI:NL:RBNNE:2018:3087,01-08-2018,"geboren op [geboortedatum] 1986 te [geboorteplaats] wonende te [woonadres], thans gedetineerd te PI Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 18 juli 2018. Verdachte is verschenen, bijgestaan door mr. C. Eenhoorn, advocaat te Groningen. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. H.J. Mous."
1086,ECLI:NL:RBOVE:2017:1350,21-03-2017,"geboren op [geboortedatum] 1994 in [geboorteplaats] (Somalië), nu verblijvende in PI Overijssel, HvB “de Karelskamp” te Almelo."
1087,ECLI:NL:RBMNE:2015:5960,07-08-2015,"geboren op [1992] te [geboorteplaats] , wonende te [adres] ."
1088,ECLI:NL:RBMNE:2014:5522,04-11-2014,"geboren te [geboorteplaats]op [1995], ingeschreven in de gemeentelijke basisadministratie persoonsgegevens op het adres [adres]."
1089,ECLI:NL:RBROT:2014:7369,09-07-2014,"[geboortedatum], ingeschreven in de gemeentelijke basisadministratie op het adres: [adres 1], ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Krimpen aan den IJssel, Van der Hoopstraat 100, 2921 LD Krimpen aan den IJssel, raadsvrouw mr. H. Yilmaz, advocaat te Rotterdam. ONDERZOEK OP DE TERECHTZITTING Gelet is op het onderzoek op de terechtzitting van 25 juni 2014."
1090,ECLI:NL:RBNNE:2014:2353,09-05-2014,"geboren te [plaats] op [datum] 1976, wonende te [woonplaats], verblijvende in PPC Zwolle te Zwolle. Het onderzoek ter terechtzitting heeft plaatsgehad op 25 april 2014. De verdachte is verschenen en werd bijgestaan door mr. J.B. Pieters, advocaat te Hoogeveen."
1091,ECLI:NL:RBASS:2011:BQ4345,26-04-2011,"geboren te [geboorteplaats] op [geboortedatum] 1993, wonende te [woonplaats], thans verblijvende te [detentieadres]. Het onderzoek ter terechtzitting heeft plaatsgehad op 12 april 2011. De verdachte is verschenen, bijgestaan door mr. Schaap, advocaat te Groningen."
1092,ECLI:NL:RBSHE:2008:BG0932,30-09-2008,"geboren te [geboorteplaats] op [geboortedatum] 1980, wonende te [adres]. Dit vonnis is op tegenspraak gewezen naar aanleiding van het onderzoek ter terechtzitting van 16 september 2008. Op deze zitting heeft de rechtbank de tegen verdachte, onder de hiervoor genoemde parketnummers, aanhangig gemaakte zaken gevoegd. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie en van hetgeen van de zijde van verdachte naar voren is gebracht."
1093,ECLI:NL:RBZLY:2008:BE9340,17-07-2008,"[geboortedatum], [woonplaats]. Het onderzoek ter terechtzitting heeft plaatsgevonden op 17 april 2008 en op 3 juli 2008. De verdachte is verschenen, telkens bijgestaan door mr. S.M. Milani, advocaat te Lelystad. De officier van justitie, mr. M.W. van der Borg, heeft ter terechtzitting d.d. 3 juli 2008 gevorderd: -	de veroordeling van verdachte ter zake de in de dagvaarding met parketnummer 07.610001-08 ten laste gelegde feiten, het in de dagvaarding met parketnummer 07.614087-08 ten laste gelegde en de in de dagvaarding met parketnummer 07.614576-08 ten laste gelegde feiten tot een jeugddetentie voor de duur van 9 maanden, met aftrek overeenkomstig artikel 27 van het Wetboek van Strafrecht, geheel voorwaardelijk met een proeftijd van twee jaar, met als bijzondere voorwaarde dat de verdachte zich zal gedragen naar de voorschriften en aanwijzingen hem te geven door of namens de reclassering; -	oplegging aan verdachte van de maatregel van plaatsing in een inrichting voor jeugdigen voor de duur van 2 jaar; -	gehele toewijzing van de vorderingen van de benadeelde partijen [benadeelde partij], [benadeelde partij] en [benadeelde partij] (hoofdelijk) tot bedragen van respectievelijk € 250,00, € 500,00 en       € 3.324,20, alsmede oplegging van de maatregel als bedoeld in artikel 36f van het Wetboek van Strafrecht; -	de benadeelde partij [benadeelde partij] niet ontvankelijk te verklaren in zijn vordering; -	ter zake de op de “Lijst van in beslag genomen voorwerpen” d.d. 4 juni 2008 vermelde voorwerpen: - onttrekking aan het verkeer van de onder 2, 4 en 5 vermelde voorwerpen; - teruggave aan de rechthebbende van de overige vermelde voorwerpen en voor zover de rechthebbende onbekend is, verbeurdverklaring van voornoemde voorwerpen."
1094,ECLI:NL:RBMAA:2006:AV7169,03-03-2006,"geboren te [geboorteplaats] op [datum] 1988, wonende te [woonplaats verdachte], thans gedetineerd in JPC De Sprengen, Zutphen, Verlengde Doyerhoekseweg 30."
1095,ECLI:NL:RBHAA:2005:AU0367,02-08-2005,"[geboortedatum] te [geboorteplaats], wonende te [woonplaats], thans gedetineerd in Rijksinrichting De Heuvelrug, locatie Eikenstein."
1096,ECLI:NL:RBZWB:2021:5986,25-11-2021,"geboren op [geboortedag] 1983 te [geboorteplaats] gedetineerd in de Penitentiaire Inrichting te Vught raadsvrouw mr. A. El Darrazi, advocaat te Tilburg. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 11 november 2021, waarbij de officier van justitie, mr. G. Smid, en de verdediging hun standpunten kenbaar hebben gemaakt."
1097,ECLI:NL:RBAMS:2021:5799,12-10-2021,", geboren te [geboorteplaats] op [geboortedag] 1999, ingeschreven in de Basisregistratie Personen en verblijvend op het adres [adres] , [woonplaats] ."
1098,ECLI:NL:RBROT:2021:1466,24-02-2021,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] te [woonplaats verdachte] , raadsman mr. T.F.B Veerman, advocaat te Rotterdam."
1099,ECLI:NL:RBNHO:2020:10028,01-12-2020,"geboren op [geboortedatum] te [geboorteplaats] , ingeschreven in de basisregistratie personen op het adres [adres 1] thans gedetineerd in Justitieel Complex Zaanstad. De rechtbank heeft de zaken, die bij afzonderlijke dagvaardingen onder de bovenvermelde parketnummers zijn aangebracht, gevoegd. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. L. Visser en van hetgeen verdachte en zijn raadsman mr. E. Boskma, advocaat te Alkmaar, naar voren hebben gebracht."
1100,ECLI:NL:RBAMS:2020:4643,09-09-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1997, ingeschreven in de Basisregistratie Personen op het adres [adres 1] ."
1101,ECLI:NL:RBAMS:2020:3693,23-07-2020,"geboren te [land van herkomst 1] op [geboortedag 1] 2001, ingeschreven in de Basisregistratie personen op het adres [BRP-adres] , thans gedetineerd in Penitentiaire inrichting [penitentiaire inrichting] . Verdachte was bij de behandeling van zijn strafzaak aanwezig."
1102,ECLI:NL:RBAMS:2020:3525,22-07-2020,", geboren te [geboorteplaats] op [geboortedag] 1979, ingeschreven in de Basisregistratie Personen op het adres [adres] , [woonplaats] , gedetineerd in het [naam] (hierna: [naam] )."
1103,ECLI:NL:RBAMS:2020:3628,11-06-2020,"geboren te [geboorteplaats] op [geboortedag] 1993, wonende op het adres [adres] gedetineerd in de penitentiaire inrichting te [plaats] ."
1104,ECLI:NL:RBMNE:2019:6056,18-12-2019,", geboren op [geboortedatum] 1983 te [geboorteplaats] (Angola), gedetineerd in / verblijvende te [verblijfplaats] te [woonplaats] (hierna: verdachte)."
1105,ECLI:NL:RBOVE:2019:1908,04-06-2019,"geboren op [geboortedatum] 1995 in [geboorteplaats] , nu verblijvende te Vught, afdeling PPC."
1106,ECLI:NL:RBAMS:2019:3847,28-05-2019,", geboren te [geboorteplaats] op [geboortedag] 1960, ingeschreven in de Basisregistratie Personen op het adres [adres] , [woonplaats] , gedetineerd in de Penitentiaire Inrichting [naam PI] te [plaats] ."
1107,ECLI:NL:RBNNE:2018:4131,16-10-2018,"geboren op [geboortedatum] 1972 te [geboorteplaats] , wonende te [straatnaam] , [woonplaats] , thans gedetineerd te PI Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van oktober 2018. Verdachte is verschenen, bijgestaan door mr. J.A.M. Kwakman, advocaat te Assen. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. T. Klooster."
1108,ECLI:NL:RBAMS:2018:3858,01-06-2018,"geboren te [geboorteplaats] op [geboortedag] 1980, ingeschreven in de Basisregistratie Personen op het adres [adres 1]"
1109,ECLI:NL:RBOBR:2017:145,12-01-2017,"geboren te [geboorteplaats] op [1961] , postadres [adres 1] , [plaats] , thans preventief gedetineerd te: Vught PPC. Dit vonnis is op tegenspraak gewezen naar aanleiding van het onderzoek ter terechtzitting van 29 december 2016. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie en van hetgeen van de zijde van verdachte/veroordeelde naar voren is gebracht."
